cleaned_name,adjusted_loc_col
The peaceful surroundings of Claddaghgarriff make it a great place for a getaway.,"[(29, 44, 'LOC')]"
The region surrounding Knockeirky is known for its natural beauty.,"[(23, 33, 'LOC')]"
Hiking enthusiasts often explore the area around Lough Shanoge.,"[(49, 62, 'LOC')]"
Glenlough Mountain is a popular tourist destination.,"[(0, 18, 'LOC')]"
Lough Moredoolig has a rich history and is well-known among locals.,"[(0, 16, 'LOC')]"
The peaceful surroundings of Glenkeel Lough make it a great place for a getaway.,"[(29, 43, 'LOC')]"
Many people visit Adrigole River every year for its scenic views.,"[(18, 32, 'LOC')]"
The peaceful surroundings of Clashduff River make it a great place for a getaway.,"[(29, 44, 'LOC')]"
The region surrounding Mass Mount is known for its natural beauty.,"[(23, 33, 'LOC')]"
Inchintaglin Bridge has a rich history and is well-known among locals.,"[(0, 19, 'LOC')]"
The peaceful surroundings of Lough Derreenadavodia make it a great place for a getaway.,"[(29, 50, 'LOC')]"
The region surrounding Lough Eekenohoolikeaghaun is known for its natural beauty.,"[(23, 48, 'LOC')]"
Curraduff is a popular tourist destination.,"[(0, 9, 'LOC')]"
Trafrask Bridge has a rich history and is well-known among locals.,"[(0, 15, 'LOC')]"
Trafrask has a rich history and is well-known among locals.,"[(0, 8, 'LOC')]"
Many people visit Roosk every year for its scenic views.,"[(18, 23, 'LOC')]"
Mehal Head has a rich history and is well-known among locals.,"[(0, 10, 'LOC')]"
Knockacarrin is a popular tourist destination.,"[(0, 12, 'LOC')]"
Many people visit Sheelane Island every year for its scenic views.,"[(18, 33, 'LOC')]"
The peaceful surroundings of Garinish West make it a great place for a getaway.,"[(29, 42, 'LOC')]"
The region surrounding Derreenacarrin is known for its natural beauty.,"[(23, 37, 'LOC')]"
The region surrounding Gowlbeg Mountain is known for its natural beauty.,"[(23, 39, 'LOC')]"
Hiking enthusiasts often explore the area around Coolieragh.,"[(49, 59, 'LOC')]"
Hiking enthusiasts often explore the area around Magannagan Stream.,"[(49, 66, 'LOC')]"
The region surrounding Avaul Lough is known for its natural beauty.,"[(23, 34, 'LOC')]"
Derryeonnery has a rich history and is well-known among locals.,"[(0, 12, 'LOC')]"
Coomarkane has a rich history and is well-known among locals.,"[(0, 10, 'LOC')]"
Many people visit Crossterry Mountain every year for its scenic views.,"[(18, 37, 'LOC')]"
The peaceful surroundings of Glengarrin River make it a great place for a getaway.,"[(29, 45, 'LOC')]"
The region surrounding Rossnagrena is known for its natural beauty.,"[(23, 34, 'LOC')]"
Barraduff Mountain is a popular tourist destination.,"[(0, 18, 'LOC')]"
The peaceful surroundings of League Point make it a great place for a getaway.,"[(29, 41, 'LOC')]"
Baurearagh River has a rich history and is well-known among locals.,"[(0, 16, 'LOC')]"
Ballyeragh has a rich history and is well-known among locals.,"[(0, 10, 'LOC')]"
The region surrounding South Harbour is known for its natural beauty.,"[(23, 36, 'LOC')]"
Many people visit North Harbour every year for its scenic views.,"[(18, 31, 'LOC')]"
The region surrounding Lissarnona is known for its natural beauty.,"[(23, 33, 'LOC')]"
Many people visit Cooslahan Point every year for its scenic views.,"[(18, 33, 'LOC')]"
Illauneana is a popular tourist destination.,"[(0, 10, 'LOC')]"
Carrigmore is a popular tourist destination.,"[(0, 10, 'LOC')]"
Hiking enthusiasts often explore the area around Sherkin Point.,"[(49, 62, 'LOC')]"
Carrigcleamore is a popular tourist destination.,"[(0, 14, 'LOC')]"
The peaceful surroundings of Kilmoon make it a great place for a getaway.,"[(29, 36, 'LOC')]"
Kinish Harbour has a rich history and is well-known among locals.,"[(0, 14, 'LOC')]"
Hiking enthusiasts often explore the area around The Catalogues.,"[(49, 63, 'LOC')]"
Spanish Island is a popular tourist destination.,"[(0, 14, 'LOC')]"
Many people visit Church Strand Bay every year for its scenic views.,"[(18, 35, 'LOC')]"
Ardnagrena has a rich history and is well-known among locals.,"[(0, 10, 'LOC')]"
The peaceful surroundings of Inishleigh make it a great place for a getaway.,"[(29, 39, 'LOC')]"
The peaceful surroundings of Donegall make it a great place for a getaway.,"[(29, 37, 'LOC')]"
Poulnacidlee has a rich history and is well-known among locals.,"[(0, 12, 'LOC')]"
Hiking enthusiasts often explore the area around Fasagh.,"[(49, 55, 'LOC')]"
Ardegh has a rich history and is well-known among locals.,"[(0, 6, 'LOC')]"
Many people visit Skeam East every year for its scenic views.,"[(18, 28, 'LOC')]"
Skeam West has a rich history and is well-known among locals.,"[(0, 10, 'LOC')]"
Illaunranhee has a rich history and is well-known among locals.,"[(0, 12, 'LOC')]"
White Hall is a popular tourist destination.,"[(0, 10, 'LOC')]"
The region surrounding Carthy’s Islands is known for its natural beauty.,"[(23, 39, 'LOC')]"
Hiking enthusiasts often explore the area around Coosnagappul.,"[(49, 61, 'LOC')]"
The peaceful surroundings of Coosheen Point make it a great place for a getaway.,"[(29, 43, 'LOC')]"
The peaceful surroundings of Bull Rock make it a great place for a getaway.,"[(29, 38, 'LOC')]"
Fastnet View is a popular tourist destination.,"[(0, 12, 'LOC')]"
Derreennatra is a popular tourist destination.,"[(0, 12, 'LOC')]"
The peaceful surroundings of Cappaghglass make it a great place for a getaway.,"[(29, 41, 'LOC')]"
Foilnamack has a rich history and is well-known among locals.,"[(0, 10, 'LOC')]"
Hiking enthusiasts often explore the area around Mannin Island.,"[(49, 62, 'LOC')]"
Many people visit Kilkilleen every year for its scenic views.,"[(18, 28, 'LOC')]"
The region surrounding Laheratanvally is known for its natural beauty.,"[(23, 37, 'LOC')]"
Greenmount House has a rich history and is well-known among locals.,"[(0, 16, 'LOC')]"
Hiking enthusiasts often explore the area around Stouke.,"[(49, 55, 'LOC')]"
Sealaclare Bridge has a rich history and is well-known among locals.,"[(0, 17, 'LOC')]"
Crooked Bridge is a popular tourist destination.,"[(0, 14, 'LOC')]"
The peaceful surroundings of Kilcoe make it a great place for a getaway.,"[(29, 35, 'LOC')]"
The region surrounding Killeena is known for its natural beauty.,"[(23, 31, 'LOC')]"
Hiking enthusiasts often explore the area around Highfield.,"[(49, 58, 'LOC')]"
Pookween has a rich history and is well-known among locals.,"[(0, 8, 'LOC')]"
The region surrounding Ballymacrown is known for its natural beauty.,"[(23, 35, 'LOC')]"
Carrigatrough is a popular tourist destination.,"[(0, 13, 'LOC')]"
The region surrounding Ballyoughiera is known for its natural beauty.,"[(23, 36, 'LOC')]"
The region surrounding Ballyally Lough is known for its natural beauty.,"[(23, 38, 'LOC')]"
The region surrounding Bullock Island is known for its natural beauty.,"[(23, 37, 'LOC')]"
Many people visit Bawnlahan every year for its scenic views.,"[(18, 27, 'LOC')]"
Many people visit Scobaun every year for its scenic views.,"[(18, 25, 'LOC')]"
Hiking enthusiasts often explore the area around The Battery.,"[(49, 60, 'LOC')]"
Skiddy Island has a rich history and is well-known among locals.,"[(0, 13, 'LOC')]"
The peaceful surroundings of Donoure Castle make it a great place for a getaway.,"[(29, 43, 'LOC')]"
Lough Rahavarrig is a popular tourist destination.,"[(0, 16, 'LOC')]"
Rathberry Castle is a popular tourist destination.,"[(0, 16, 'LOC')]"
Castle Bay is a popular tourist destination.,"[(0, 10, 'LOC')]"
The region surrounding Ownahincha is known for its natural beauty.,"[(23, 33, 'LOC')]"
Creggane House has a rich history and is well-known among locals.,"[(0, 14, 'LOC')]"
Ballyvireen Bridge is a popular tourist destination.,"[(0, 18, 'LOC')]"
Ballinaclog has a rich history and is well-known among locals.,"[(0, 11, 'LOC')]"
The peaceful surroundings of Temple Bridge make it a great place for a getaway.,"[(29, 42, 'LOC')]"
Kilruane Bridge has a rich history and is well-known among locals.,"[(0, 15, 'LOC')]"
The peaceful surroundings of Westwood make it a great place for a getaway.,"[(29, 37, 'LOC')]"
The region surrounding Ballynavar Bridge is known for its natural beauty.,"[(23, 40, 'LOC')]"
The peaceful surroundings of Roury River make it a great place for a getaway.,"[(29, 40, 'LOC')]"
Roury Bridge has a rich history and is well-known among locals.,"[(0, 12, 'LOC')]"
The region surrounding Adam’s Island is known for its natural beauty.,"[(23, 36, 'LOC')]"
The region surrounding Eve Island is known for its natural beauty.,"[(23, 33, 'LOC')]"
The peaceful surroundings of Skahanagh make it a great place for a getaway.,"[(29, 38, 'LOC')]"
The region surrounding Keenogrena is known for its natural beauty.,"[(23, 33, 'LOC')]"
The region surrounding Kilfinnan Castle is known for its natural beauty.,"[(23, 39, 'LOC')]"
Myross has a rich history and is well-known among locals.,"[(0, 6, 'LOC')]"
Many people visit Dromillihy Wood every year for its scenic views.,"[(18, 33, 'LOC')]"
The region surrounding Gortroe Cross Roads is known for its natural beauty.,"[(23, 42, 'LOC')]"
Hiking enthusiasts often explore the area around Abbey Mount.,"[(49, 60, 'LOC')]"
The peaceful surroundings of Ballyhilloe make it a great place for a getaway.,"[(29, 40, 'LOC')]"
Hiking enthusiasts often explore the area around Cloonties Lake.,"[(49, 63, 'LOC')]"
Many people visit Glandore Bridge every year for its scenic views.,"[(18, 33, 'LOC')]"
Ballin Lough has a rich history and is well-known among locals.,"[(0, 12, 'LOC')]"
Many people visit Lough Clubir every year for its scenic views.,"[(18, 30, 'LOC')]"
Smithville is a popular tourist destination.,"[(0, 10, 'LOC')]"
Many people visit Aghills Lake every year for its scenic views.,"[(18, 30, 'LOC')]"
Aghills has a rich history and is well-known among locals.,"[(0, 7, 'LOC')]"
The region surrounding Shepparton Park is known for its natural beauty.,"[(23, 38, 'LOC')]"
Shreelane Lakes is a popular tourist destination.,"[(0, 15, 'LOC')]"
Milleen Bridge is a popular tourist destination.,"[(0, 14, 'LOC')]"
Many people visit Cloonheen every year for its scenic views.,"[(18, 27, 'LOC')]"
Many people visit Maulatrahane every year for its scenic views.,"[(18, 30, 'LOC')]"
Hiking enthusiasts often explore the area around Coornishal.,"[(49, 59, 'LOC')]"
Hiking enthusiasts often explore the area around Derrylugga.,"[(49, 59, 'LOC')]"
Kilnaelasba has a rich history and is well-known among locals.,"[(0, 11, 'LOC')]"
The peaceful surroundings of Runalunn make it a great place for a getaway.,"[(29, 37, 'LOC')]"
The region surrounding Bauravilla is known for its natural beauty.,"[(23, 33, 'LOC')]"
Coolnaelehy is a popular tourist destination.,"[(0, 11, 'LOC')]"
Liss Ard is a popular tourist destination.,"[(0, 8, 'LOC')]"
Many people visit Lough Abisdedly every year for its scenic views.,"[(18, 33, 'LOC')]"
Hiking enthusiasts often explore the area around Castlelands.,"[(49, 60, 'LOC')]"
Many people visit Lightford every year for its scenic views.,"[(18, 27, 'LOC')]"
Hiking enthusiasts often explore the area around Glencarragh.,"[(49, 60, 'LOC')]"
The peaceful surroundings of Lisheennapingina make it a great place for a getaway.,"[(29, 45, 'LOC')]"
The region surrounding Betsborough is known for its natural beauty.,"[(23, 34, 'LOC')]"
Many people visit Shanavalla every year for its scenic views.,"[(18, 28, 'LOC')]"
Lick Hill has a rich history and is well-known among locals.,"[(0, 9, 'LOC')]"
Hiking enthusiasts often explore the area around Red Cross Roads.,"[(49, 64, 'LOC')]"
Milleennahorna has a rich history and is well-known among locals.,"[(0, 14, 'LOC')]"
The peaceful surroundings of Knockonna make it a great place for a getaway.,"[(29, 38, 'LOC')]"
Many people visit Foherlagh every year for its scenic views.,"[(18, 27, 'LOC')]"
Many people visit Meen Bridge every year for its scenic views.,"[(18, 29, 'LOC')]"
The region surrounding Hollyhill is known for its natural beauty.,"[(23, 32, 'LOC')]"
The peaceful surroundings of Munnane make it a great place for a getaway.,"[(29, 36, 'LOC')]"
New Bridge has a rich history and is well-known among locals.,"[(0, 10, 'LOC')]"
Newcourt has a rich history and is well-known among locals.,"[(0, 8, 'LOC')]"
The peaceful surroundings of Church Cross make it a great place for a getaway.,"[(29, 41, 'LOC')]"
Lissaclarig has a rich history and is well-known among locals.,"[(0, 11, 'LOC')]"
Many people visit Aghadown every year for its scenic views.,"[(18, 26, 'LOC')]"
Hiking enthusiasts often explore the area around Leamawaddro River.,"[(49, 66, 'LOC')]"
Ardura is a popular tourist destination.,"[(0, 6, 'LOC')]"
Fort View has a rich history and is well-known among locals.,"[(0, 9, 'LOC')]"
Knockaphukeen has a rich history and is well-known among locals.,"[(0, 13, 'LOC')]"
Derreenard is a popular tourist destination.,"[(0, 10, 'LOC')]"
Dawnaknoelane River is a popular tourist destination.,"[(0, 19, 'LOC')]"
The peaceful surroundings of Rathrnane Bridge make it a great place for a getaway.,"[(29, 45, 'LOC')]"
Rathruane River has a rich history and is well-known among locals.,"[(0, 15, 'LOC')]"
Many people visit Ratheenroe every year for its scenic views.,"[(18, 28, 'LOC')]"
Rathruane has a rich history and is well-known among locals.,"[(0, 9, 'LOC')]"
The region surrounding Lisheennacreagh is known for its natural beauty.,"[(23, 38, 'LOC')]"
The peaceful surroundings of Barytes Mine make it a great place for a getaway.,"[(29, 41, 'LOC')]"
The region surrounding Shantullig North is known for its natural beauty.,"[(23, 39, 'LOC')]"
Hiking enthusiasts often explore the area around Coosane.,"[(49, 56, 'LOC')]"
Hiking enthusiasts often explore the area around Glan.,"[(49, 53, 'LOC')]"
The region surrounding Sam’s Cross Roads is known for its natural beauty.,"[(23, 40, 'LOC')]"
Many people visit Woodfield every year for its scenic views.,"[(18, 27, 'LOC')]"
The region surrounding The Counsellors Cross Roads is known for its natural beauty.,"[(23, 50, 'LOC')]"
The peaceful surroundings of Castleventry make it a great place for a getaway.,"[(29, 41, 'LOC')]"
Many people visit Carrigagrenane Cross Roads every year for its scenic views.,"[(18, 44, 'LOC')]"
Many people visit Froe every year for its scenic views.,"[(18, 22, 'LOC')]"
Bealad Cross Roads has a rich history and is well-known among locals.,"[(0, 18, 'LOC')]"
The peaceful surroundings of Knocks make it a great place for a getaway.,"[(29, 35, 'LOC')]"
The region surrounding Argideen Bridge is known for its natural beauty.,"[(23, 38, 'LOC')]"
Hiking enthusiasts often explore the area around Mall Cross Roads.,"[(49, 65, 'LOC')]"
The peaceful surroundings of Carrigfadda make it a great place for a getaway.,"[(29, 40, 'LOC')]"
Knockarohe is a popular tourist destination.,"[(0, 10, 'LOC')]"
The region surrounding Killinga is known for its natural beauty.,"[(23, 31, 'LOC')]"
The region surrounding Corran North is known for its natural beauty.,"[(23, 35, 'LOC')]"
The peaceful surroundings of Maulatanrally make it a great place for a getaway.,"[(29, 42, 'LOC')]"
Coomatallin has a rich history and is well-known among locals.,"[(0, 11, 'LOC')]"
Hiking enthusiasts often explore the area around Carrigbaun Cross Roads.,"[(49, 71, 'LOC')]"
Many people visit Kippagh Bridge every year for its scenic views.,"[(18, 32, 'LOC')]"
Hiking enthusiasts often explore the area around Lough Atarriff.,"[(49, 63, 'LOC')]"
The region surrounding Milleennagun is known for its natural beauty.,"[(23, 35, 'LOC')]"
The peaceful surroundings of Curraghalicky make it a great place for a getaway.,"[(29, 42, 'LOC')]"
The region surrounding Maulagow is known for its natural beauty.,"[(23, 31, 'LOC')]"
